  Key      ProductID      Side   OrderID    OrderType     Price   VisibleQuantity    HiddenQuantity     ParentOrderID   IsChildOrder
 1144      912828N22     OFFER     T1144       MARKET       99-          10000000                 0              NULL          FALSE
 1145      912828N22       BID     T1145       MARKET       99-          10000000                 0              NULL          FALSE
 1146      912828N22     OFFER     T1146       MARKET       99-          10000000                 0              NULL          FALSE
 1147      912828N22       BID     T1147       MARKET       99-          10000000                 0              NULL          FALSE
 1148      912828N22     OFFER     T1148       MARKET       99-          10000000                 0              NULL          FALSE
 1149      912828N22       BID     T1149       MARKET       99-          10000000                 0              NULL          FALSE
 1150      912828N22     OFFER     T1150       MARKET       99-          10000000                 0              NULL          FALSE
 1151      912828N22       BID     T1151       MARKET       99-          10000000                 0              NULL          FALSE
 1152      912828N22     OFFER     T1152       MARKET       99-          10000000                 0              NULL          FALSE
 1153      912828N22       BID     T1153       MARKET       99-          10000000                 0              NULL          FALSE
 1154      912828N22     OFFER     T1154       MARKET       99-          10000000                 0              NULL          FALSE
 1155      912828N22       BID     T1155       MARKET       99-          10000000                 0              NULL          FALSE
 1156      912828N22     OFFER     T1156       MARKET       99-          10000000                 0              NULL          FALSE
 1157      912828N22       BID     T1157       MARKET       99-          10000000                 0              NULL          FALSE
 1158      912828N22     OFFER     T1158       MARKET       99-          10000000                 0              NULL          FALSE
 1159      912828N22       BID     T1159       MARKET       99-          10000000                 0              NULL          FALSE
 1160      912828N22     OFFER     T1160       MARKET       99-          10000000                 0              NULL          FALSE
 1161      912828N22       BID     T1161       MARKET       99-          10000000                 0              NULL          FALSE
 1162      912828N22     OFFER     T1162       MARKET       99-          10000000                 0              NULL          FALSE
 1163      912828N22       BID     T1163       MARKET       99-          10000000                 0              NULL          FALSE
 1164      912828N22     OFFER     T1164       MARKET       99-          10000000                 0              NULL          FALSE
 1165      912828N22       BID     T1165       MARKET       99-          10000000                 0              NULL          FALSE
 1166      912828N22     OFFER     T1166       MARKET       99-          10000000                 0              NULL          FALSE
 1167      912828N22       BID     T1167       MARKET       99-          10000000                 0              NULL          FALSE
 1168      912828N22     OFFER     T1168       MARKET       99-          10000000                 0              NULL          FALSE
 1169      912828N22       BID     T1169       MARKET       99-          10000000                 0              NULL          FALSE
 1170      912828N22     OFFER     T1170       MARKET       99-          10000000                 0              NULL          FALSE
 1171      912828N22       BID     T1171       MARKET       99-          10000000                 0              NULL          FALSE
 1172      912828N22     OFFER     T1172       MARKET       99-          10000000                 0              NULL          FALSE
 1173      912828N22       BID     T1173       MARKET       99-          10000000                 0              NULL          FALSE
 1174      912828N22     OFFER     T1174       MARKET       99-          10000000                 0              NULL          FALSE
 1175      912828N22       BID     T1175       MARKET       99-          10000000                 0              NULL          FALSE
 1176      912828N22     OFFER     T1176       MARKET       99-          10000000                 0              NULL          FALSE
 1177      912828N22       BID     T1177       MARKET       99-          10000000                 0              NULL          FALSE
 1178      912828N22     OFFER     T1178       MARKET       99-          10000000                 0              NULL          FALSE
 1179      912828N22       BID     T1179       MARKET       99-          10000000                 0              NULL          FALSE
 1180      912828N22     OFFER     T1180       MARKET       99-          10000000                 0              NULL          FALSE
 1181      912828N22       BID     T1181       MARKET       99-          10000000                 0              NULL          FALSE
 1182      912828N22     OFFER     T1182       MARKET       99-          10000000                 0              NULL          FALSE
 1183      912828N22       BID     T1183       MARKET       99-          10000000                 0              NULL          FALSE
 1184      912828N22     OFFER     T1184       MARKET       99-          10000000                 0              NULL          FALSE
 1185      912828N22       BID     T1185       MARKET       99-          10000000                 0              NULL          FALSE
 1186      912828N22     OFFER     T1186       MARKET       99-          10000000                 0              NULL          FALSE
 1187      912828N22       BID     T1187       MARKET       99-          10000000                 0              NULL          FALSE
 1188      912828N22     OFFER     T1188       MARKET       99-          10000000                 0              NULL          FALSE
 1189      912828N22       BID     T1189       MARKET       99-          10000000                 0              NULL          FALSE
 1190      912828N22     OFFER     T1190       MARKET       99-          10000000                 0              NULL          FALSE
 1191      912828N22       BID     T1191       MARKET       99-          10000000                 0              NULL          FALSE
 1192      912828N22     OFFER     T1192       MARKET       99-          10000000                 0              NULL          FALSE
 1193      912828N22       BID     T1193       MARKET       99-          10000000                 0              NULL          FALSE
 1194      912828N22     OFFER     T1194       MARKET       99-          10000000                 0              NULL          FALSE
 1195      912828N22       BID     T1195       MARKET       99-          10000000                 0              NULL          FALSE
 1196      912828N22     OFFER     T1196       MARKET       99-          10000000                 0              NULL          FALSE
 1197      912828N22       BID     T1197       MARKET       99-          10000000                 0              NULL          FALSE
 1198      912828N22     OFFER     T1198       MARKET       99-          10000000                 0              NULL          FALSE
 1199      912828N22       BID     T1199       MARKET       99-          10000000                 0              NULL          FALSE
 1200      912828N22     OFFER     T1200       MARKET       99-          10000000                 0              NULL          FALSE
 1201      912828N22       BID     T1201       MARKET       99-          10000000                 0              NULL          FALSE
 1202      912828N22     OFFER     T1202       MARKET       99-          10000000                 0              NULL          FALSE
 1203      912828N22       BID     T1203       MARKET       99-          10000000                 0              NULL          FALSE
 1204      912828N22     OFFER     T1204       MARKET       99-          10000000                 0              NULL          FALSE
 1205      912828N22       BID     T1205       MARKET       99-          10000000                 0              NULL          FALSE
 1206      912828N22     OFFER     T1206       MARKET       99-          10000000                 0              NULL          FALSE
 1207      912828N22       BID     T1207       MARKET       99-          10000000                 0              NULL          FALSE
 1208      912828N22     OFFER     T1208       MARKET       99-          10000000                 0              NULL          FALSE
 1209      912828N22       BID     T1209       MARKET       99-          10000000                 0              NULL          FALSE
 1210      912828N22     OFFER     T1210       MARKET       99-          10000000                 0              NULL          FALSE
 1211      912828N22       BID     T1211       MARKET       99-          10000000                 0              NULL          FALSE
 1212      912828N22     OFFER     T1212       MARKET       99-          10000000                 0              NULL          FALSE
 1213      912828N22       BID     T1213       MARKET       99-          10000000                 0              NULL          FALSE
 1214      912828N22     OFFER     T1214       MARKET       99-          10000000                 0              NULL          FALSE
 1215      912828N22       BID     T1215       MARKET       99-          10000000                 0              NULL          FALSE
 1216      912828N22     OFFER     T1216       MARKET       99-          10000000                 0              NULL          FALSE
 1217      912828N22       BID     T1217       MARKET       99-          10000000                 0              NULL          FALSE
 1218      912828N22     OFFER     T1218       MARKET       99-          10000000                 0              NULL          FALSE
 1219      912828N22       BID     T1219       MARKET       99-          10000000                 0              NULL          FALSE
 1220      912828N22     OFFER     T1220       MARKET       99-          10000000                 0              NULL          FALSE
 1221      912828N22       BID     T1221       MARKET       99-          10000000                 0              NULL          FALSE
 1222      912828N22     OFFER     T1222       MARKET       99-          10000000                 0              NULL          FALSE
 1223      912828N22       BID     T1223       MARKET       99-          10000000                 0              NULL          FALSE
 1224      912828N22     OFFER     T1224       MARKET       99-          10000000                 0              NULL          FALSE
 1225      912828N22       BID     T1225       MARKET       99-          10000000                 0              NULL          FALSE
 1226      912828N22     OFFER     T1226       MARKET       99-          10000000                 0              NULL          FALSE
 1227      912828N22       BID     T1227       MARKET       99-          10000000                 0              NULL          FALSE
 1228      912828N22     OFFER     T1228       MARKET       99-          10000000                 0              NULL          FALSE
 1229      912828N22       BID     T1229       MARKET       99-          10000000                 0              NULL          FALSE
 1230      912828N22     OFFER     T1230       MARKET       99-          10000000                 0              NULL          FALSE
 1231      912828N22       BID     T1231       MARKET       99-          10000000                 0              NULL          FALSE
 1232      912828N22     OFFER     T1232       MARKET       99-          10000000                 0              NULL          FALSE
 1233      912828N22       BID     T1233       MARKET       99-          10000000                 0              NULL          FALSE
 1234      912828N22     OFFER     T1234       MARKET       99-          10000000                 0              NULL          FALSE
 1235      912828N22       BID     T1235       MARKET       99-          10000000                 0              NULL          FALSE
 1236      912828N22     OFFER     T1236       MARKET       99-          10000000                 0              NULL          FALSE
 1237      912828N22       BID     T1237       MARKET       99-          10000000                 0              NULL          FALSE
 1238      912828N22     OFFER     T1238       MARKET       99-          10000000                 0              NULL          FALSE
 1239      912828N22       BID     T1239       MARKET       99-          10000000                 0              NULL          FALSE
 1240      912828N22     OFFER     T1240       MARKET       99-          10000000                 0              NULL          FALSE
 1241      912828N22       BID     T1241       MARKET       99-          10000000                 0              NULL          FALSE
 1242      912828N22     OFFER     T1242       MARKET       99-          10000000                 0              NULL          FALSE
 1243      912828N22       BID     T1243       MARKET       99-          10000000                 0              NULL          FALSE
 1244      912828N22     OFFER     T1244       MARKET       99-          10000000                 0              NULL          FALSE
 1245      912828N22       BID     T1245       MARKET       99-          10000000                 0              NULL          FALSE
 1246      912828N22     OFFER     T1246       MARKET       99-          10000000                 0              NULL          FALSE
 1247      912828N22       BID     T1247       MARKET       99-          10000000                 0              NULL          FALSE
 1248      912828N22     OFFER     T1248       MARKET       99-          10000000                 0              NULL          FALSE
 1249      912828N22       BID     T1249       MARKET       99-          10000000                 0              NULL          FALSE
 1250      912828N22     OFFER     T1250       MARKET       99-          10000000                 0              NULL          FALSE
 1251      912828N22       BID     T1251       MARKET       99-          10000000                 0              NULL          FALSE
 1252      912828N22     OFFER     T1252       MARKET       99-          10000000                 0              NULL          FALSE
 1253      912828N22       BID     T1253       MARKET       99-          10000000                 0              NULL          FALSE
 1254      912828N22     OFFER     T1254       MARKET       99-          10000000                 0              NULL          FALSE
 1255      912828N22       BID     T1255       MARKET       99-          10000000                 0              NULL          FALSE
 1256      912828N22     OFFER     T1256       MARKET       99-          10000000                 0              NULL          FALSE
 1257      912828N22       BID     T1257       MARKET       99-          10000000                 0              NULL          FALSE
 1258      912828N22     OFFER     T1258       MARKET       99-          10000000                 0              NULL          FALSE
 1259      912828N22       BID     T1259       MARKET       99-          10000000                 0              NULL          FALSE
 1260      912828N22     OFFER     T1260       MARKET       99-          10000000                 0              NULL          FALSE
 1261      912828N22       BID     T1261       MARKET       99-          10000000                 0              NULL          FALSE
 1262      912828N22     OFFER     T1262       MARKET       99-          10000000                 0              NULL          FALSE
 1263      912828N22       BID     T1263       MARKET       99-          10000000                 0              NULL          FALSE
 1264      912828N22     OFFER     T1264       MARKET       99-          10000000                 0              NULL          FALSE
 1265      912828N22       BID     T1265       MARKET       99-          10000000                 0              NULL          FALSE
 1266      912828N22     OFFER     T1266       MARKET       99-          10000000                 0              NULL          FALSE
 1267      912828N22       BID     T1267       MARKET       99-          10000000                 0              NULL          FALSE
 1268      912828N22     OFFER     T1268       MARKET       99-          10000000                 0              NULL          FALSE
 1269      912828N22       BID     T1269       MARKET       99-          10000000                 0              NULL          FALSE
 1270      912828N22     OFFER     T1270       MARKET       99-          10000000                 0              NULL          FALSE
 1271      912828N22       BID     T1271       MARKET       99-          10000000                 0              NULL          FALSE
 1272      912828N22     OFFER     T1272       MARKET       99-          10000000                 0              NULL          FALSE
 1273      912828N22       BID     T1273       MARKET       99-          10000000                 0              NULL          FALSE
 1274      912828N22     OFFER     T1274       MARKET       99-          10000000                 0              NULL          FALSE
 1275      912828N22       BID     T1275       MARKET       99-          10000000                 0              NULL          FALSE
 1276      912828N22     OFFER     T1276       MARKET       99-          10000000                 0              NULL          FALSE
 1277      912828N22       BID     T1277       MARKET       99-          10000000                 0              NULL          FALSE
 1278      912828N22     OFFER     T1278       MARKET       99-          10000000                 0              NULL          FALSE
 1279      912828N22       BID     T1279       MARKET       99-          10000000                 0              NULL          FALSE
 1280      912828N22     OFFER     T1280       MARKET       99-          10000000                 0              NULL          FALSE
 1281      912828N22       BID     T1281       MARKET     100-0          10000000                 0              NULL          FALSE
 1282      912828N22     OFFER     T1282       MARKET     100-0          10000000                 0              NULL          FALSE
 1283      912828N22       BID     T1283       MARKET     100-0          10000000                 0              NULL          FALSE
 1284      912828N22     OFFER     T1284       MARKET     100-0          10000000                 0              NULL          FALSE
 1285      912828N22       BID     T1285       MARKET     100-0          10000000                 0              NULL          FALSE
 1286      912828N22     OFFER     T1286       MARKET     100-0          10000000                 0              NULL          FALSE
 1287      912828N22       BID     T1287       MARKET     100-0          10000000                 0              NULL          FALSE
 1288      912828N22     OFFER     T1288       MARKET     100-0          10000000                 0              NULL          FALSE
 1289      912828N22       BID     T1289       MARKET     100-0          10000000                 0              NULL          FALSE
 1290      912828N22     OFFER     T1290       MARKET     100-0          10000000                 0              NULL          FALSE
 1291      912828N22       BID     T1291       MARKET     100-0          10000000                 0              NULL          FALSE
 1292      912828N22     OFFER     T1292       MARKET     100-0          10000000                 0              NULL          FALSE
 1293      912828N22       BID     T1293       MARKET     100-0          10000000                 0              NULL          FALSE
 1294      912828N22     OFFER     T1294       MARKET     100-0          10000000                 0              NULL          FALSE
 1295      912828N22       BID     T1295       MARKET     100-0          10000000                 0              NULL          FALSE
 1296      912828N22     OFFER     T1296       MARKET     100-0          10000000                 0              NULL          FALSE
 1297      912828N22       BID     T1297       MARKET     100-0          10000000                 0              NULL          FALSE
 1298      912828N22     OFFER     T1298       MARKET     100-0          10000000                 0              NULL          FALSE
 1299      912828N22       BID     T1299       MARKET     100-0          10000000                 0              NULL          FALSE
 1300      912828N22     OFFER     T1300       MARKET     100-0          10000000                 0              NULL          FALSE
 1301      912828N22       BID     T1301       MARKET     100-0          10000000                 0              NULL          FALSE
 1302      912828N22     OFFER     T1302       MARKET     100-0          10000000                 0              NULL          FALSE
 1303      912828N22       BID     T1303       MARKET     100-0          10000000                 0              NULL          FALSE
 1304      912828N22     OFFER     T1304       MARKET     100-0          10000000                 0              NULL          FALSE
 1305      912828N22       BID     T1305       MARKET     100-0          10000000                 0              NULL          FALSE
 1306      912828N22     OFFER     T1306       MARKET     100-0          10000000                 0              NULL          FALSE
 1307      912828N22       BID     T1307       MARKET     100-0          10000000                 0              NULL          FALSE
 1308      912828N22     OFFER     T1308       MARKET     100-0          10000000                 0              NULL          FALSE
 1309      912828N22       BID     T1309       MARKET     100-0          10000000                 0              NULL          FALSE
 1310      912828N22     OFFER     T1310       MARKET     100-0          10000000                 0              NULL          FALSE
 1311      912828N22       BID     T1311       MARKET     100-0          10000000                 0              NULL          FALSE
 1312      912828N22     OFFER     T1312       MARKET     100-0          10000000                 0              NULL          FALSE
 1313      912828N22       BID     T1313       MARKET     100-0          10000000                 0              NULL          FALSE
 1314      912828N22     OFFER     T1314       MARKET     100-0          10000000                 0              NULL          FALSE
 1315      912828N22       BID     T1315       MARKET     100-0          10000000                 0              NULL          FALSE
 1316      912828N22     OFFER     T1316       MARKET     100-0          10000000                 0              NULL          FALSE
 1317      912828N22       BID     T1317       MARKET     100-0          10000000                 0              NULL          FALSE
 1318      912828N22     OFFER     T1318       MARKET     100-0          10000000                 0              NULL          FALSE
 1319      912828N22       BID     T1319       MARKET     100-0          10000000                 0              NULL          FALSE
 1320      912828N22     OFFER     T1320       MARKET     100-0          10000000                 0              NULL          FALSE
 1321      912828N22       BID     T1321       MARKET     100-0          10000000                 0              NULL          FALSE
 1322      912828N22     OFFER     T1322       MARKET     100-0          10000000                 0              NULL          FALSE
 1323      912828N22       BID     T1323       MARKET     100-0          10000000                 0              NULL          FALSE
 1324      912828N22     OFFER     T1324       MARKET     100-0          10000000                 0              NULL          FALSE
 1325      912828N22       BID     T1325       MARKET     100-0          10000000                 0              NULL          FALSE
 1326      912828N22     OFFER     T1326       MARKET     100-0          10000000                 0              NULL          FALSE
 1327      912828N22       BID     T1327       MARKET     100-0          10000000                 0              NULL          FALSE
 1328      912828N22     OFFER     T1328       MARKET     100-0          10000000                 0              NULL          FALSE
 1329      912828N22       BID     T1329       MARKET     100-0          10000000                 0              NULL          FALSE
 1330      912828N22     OFFER     T1330       MARKET     100-0          10000000                 0              NULL          FALSE
 1331      912828N22       BID     T1331       MARKET     100-0          10000000                 0              NULL          FALSE
 1332      912828N22     OFFER     T1332       MARKET     100-0          10000000                 0              NULL          FALSE
 1333      912828N22       BID     T1333       MARKET     100-0          10000000                 0              NULL          FALSE
 1334      912828N22     OFFER     T1334       MARKET     100-0          10000000                 0              NULL          FALSE
 1335      912828N22       BID     T1335       MARKET     100-0          10000000                 0              NULL          FALSE
 1336      912828N22     OFFER     T1336       MARKET     100-0          10000000                 0              NULL          FALSE
 1337      912828N22       BID     T1337       MARKET     100-0          10000000                 0              NULL          FALSE
 1338      912828N22     OFFER     T1338       MARKET     100-0          10000000                 0              NULL          FALSE
 1339      912828N22       BID     T1339       MARKET     100-0          10000000                 0              NULL          FALSE
 1340      912828N22     OFFER     T1340       MARKET     100-0          10000000                 0              NULL          FALSE
 1341      912828N22       BID     T1341       MARKET     100-0          10000000                 0              NULL          FALSE
 1342      912828N22     OFFER     T1342       MARKET     100-0          10000000                 0              NULL          FALSE
 1343      912828N22       BID     T1343       MARKET     100-0          10000000                 0              NULL          FALSE
 1344      912828N22     OFFER     T1344       MARKET     100-0          10000000                 0              NULL          FALSE
 1345      912828N22       BID     T1345       MARKET     100-0          10000000                 0              NULL          FALSE
 1346      912828N22     OFFER     T1346       MARKET     100-0          10000000                 0              NULL          FALSE
 1347      912828N22       BID     T1347       MARKET     100-0          10000000                 0              NULL          FALSE
 1348      912828N22     OFFER     T1348       MARKET     100-0          10000000                 0              NULL          FALSE
 1349      912828N22       BID     T1349       MARKET     100-0          10000000                 0              NULL          FALSE
 1350      912828N22     OFFER     T1350       MARKET     100-0          10000000                 0              NULL          FALSE
 1351      912828N22       BID     T1351       MARKET     100-0          10000000                 0              NULL          FALSE
 1352      912828N22     OFFER     T1352       MARKET     100-0          10000000                 0              NULL          FALSE
 1353      912828N22       BID     T1353       MARKET     100-0          10000000                 0              NULL          FALSE
 1354      912828N22     OFFER     T1354       MARKET     100-0          10000000                 0              NULL          FALSE
 1355      912828N22       BID     T1355       MARKET     100-0          10000000                 0              NULL          FALSE
 1356      912828N22     OFFER     T1356       MARKET     100-0          10000000                 0              NULL          FALSE
 1357      912828N22       BID     T1357       MARKET     100-0          10000000                 0              NULL          FALSE
 1358      912828N22     OFFER     T1358       MARKET     100-0          10000000                 0              NULL          FALSE
 1359      912828N22       BID     T1359       MARKET     100-0          10000000                 0              NULL          FALSE
 1360      912828N22     OFFER     T1360       MARKET     100-0          10000000                 0              NULL          FALSE
 1361      912828N22       BID     T1361       MARKET      100-          10000000                 0              NULL          FALSE
 1362      912828N22     OFFER     T1362       MARKET      100-          10000000                 0              NULL          FALSE
 1363      912828N22       BID     T1363       MARKET      100-          10000000                 0              NULL          FALSE
 1364      912828N22     OFFER     T1364       MARKET      100-          10000000                 0              NULL          FALSE
 1365      912828N22       BID     T1365       MARKET      100-          10000000                 0              NULL          FALSE
 1366      912828N22     OFFER     T1366       MARKET      100-          10000000                 0              NULL          FALSE
 1367      912828N22       BID     T1367       MARKET      100-          10000000                 0              NULL          FALSE
 1368      912828N22     OFFER     T1368       MARKET      100-          10000000                 0              NULL          FALSE
 1369      912828N22       BID     T1369       MARKET      100-          10000000                 0              NULL          FALSE
 1370      912828N22     OFFER     T1370       MARKET      100-          10000000                 0              NULL          FALSE
 1371      912828N22       BID     T1371       MARKET      100-          10000000                 0              NULL          FALSE
 1372      912828N22     OFFER     T1372       MARKET      100-          10000000                 0              NULL          FALSE
 1373      912828N22       BID     T1373       MARKET      100-          10000000                 0              NULL          FALSE
 1374      912828N22     OFFER     T1374       MARKET      100-          10000000                 0              NULL          FALSE
 1375      912828N22       BID     T1375       MARKET      100-          10000000                 0              NULL          FALSE
 1376      912828N22     OFFER     T1376       MARKET      100-          10000000                 0              NULL          FALSE
 1377      912828N22       BID     T1377       MARKET      100-          10000000                 0              NULL          FALSE
 1378      912828N22     OFFER     T1378       MARKET      100-          10000000                 0              NULL          FALSE
 1379      912828N22       BID     T1379       MARKET      100-          10000000                 0              NULL          FALSE
 1380      912828N22     OFFER     T1380       MARKET      100-          10000000                 0              NULL          FALSE
 1381      912828N22       BID     T1381       MARKET      100-          10000000                 0              NULL          FALSE
 1382      912828N22     OFFER     T1382       MARKET      100-          10000000                 0              NULL          FALSE
 1383      912828N22       BID     T1383       MARKET      100-          10000000                 0              NULL          FALSE
 1384      912828N22     OFFER     T1384       MARKET      100-          10000000                 0              NULL          FALSE
 1385      912828N22       BID     T1385       MARKET      100-          10000000                 0              NULL          FALSE
 1386      912828N22     OFFER     T1386       MARKET      100-          10000000                 0              NULL          FALSE
 1387      912828N22       BID     T1387       MARKET      100-          10000000                 0              NULL          FALSE
 1388      912828N22     OFFER     T1388       MARKET      100-          10000000                 0              NULL          FALSE
 1389      912828N22       BID     T1389       MARKET      100-          10000000                 0              NULL          FALSE
 1390      912828N22     OFFER     T1390       MARKET      100-          10000000                 0              NULL          FALSE
 1391      912828N22       BID     T1391       MARKET      100-          10000000                 0              NULL          FALSE
 1392      912828N22     OFFER     T1392       MARKET      100-          10000000                 0              NULL          FALSE
 1393      912828N22       BID     T1393       MARKET      100-          10000000                 0              NULL          FALSE
 1394      912828N22     OFFER     T1394       MARKET      100-          10000000                 0              NULL          FALSE
 1395      912828N22       BID     T1395       MARKET      100-          10000000                 0              NULL          FALSE
 1396      912828N22     OFFER     T1396       MARKET      100-          10000000                 0              NULL          FALSE
 1397      912828N22       BID     T1397       MARKET      100-          10000000                 0              NULL          FALSE
 1398      912828N22     OFFER     T1398       MARKET      100-          10000000                 0              NULL          FALSE
 1399      912828N22       BID     T1399       MARKET      100-          10000000                 0              NULL          FALSE
 1400      912828N22     OFFER     T1400       MARKET      100-          10000000                 0              NULL          FALSE
 1401      912828N22       BID     T1401       MARKET      100-          10000000                 0              NULL          FALSE
 1402      912828N22     OFFER     T1402       MARKET      100-          10000000                 0              NULL          FALSE
 1403      912828N22       BID     T1403       MARKET      100-          10000000                 0              NULL          FALSE
 1404      912828N22     OFFER     T1404       MARKET      100-          10000000                 0              NULL          FALSE
 1405      912828N22       BID     T1405       MARKET      100-          10000000                 0              NULL          FALSE
 1406      912828N22     OFFER     T1406       MARKET      100-          10000000                 0              NULL          FALSE
 1407      912828N22       BID     T1407       MARKET      100-          10000000                 0              NULL          FALSE
 1408      912828N22     OFFER     T1408       MARKET      100-          10000000                 0              NULL          FALSE
 1409      912828N22       BID     T1409       MARKET      100-          10000000                 0              NULL          FALSE
 1410      912828N22     OFFER     T1410       MARKET      100-          10000000                 0              NULL          FALSE
 1411      912828N22       BID     T1411       MARKET      100-          10000000                 0              NULL          FALSE
 1412      912828N22     OFFER     T1412       MARKET      100-          10000000                 0              NULL          FALSE
 1413      912828N22       BID     T1413       MARKET      100-          10000000                 0              NULL          FALSE
 1414      912828N22     OFFER     T1414       MARKET      100-          10000000                 0              NULL          FALSE
 1415      912828N22       BID     T1415       MARKET      100-          10000000                 0              NULL          FALSE
 1416      912828N22     OFFER     T1416       MARKET      100-          10000000                 0              NULL          FALSE
 1417      912828N22       BID     T1417       MARKET      100-          10000000                 0              NULL          FALSE
 1418      912828N22     OFFER     T1418       MARKET      100-          10000000                 0              NULL          FALSE
 1419      912828N22       BID     T1419       MARKET      100-          10000000                 0              NULL          FALSE
 1420      912828N22     OFFER     T1420       MARKET      100-          10000000                 0              NULL          FALSE
 1421      912828N22       BID     T1421       MARKET      100-          10000000                 0              NULL          FALSE
 1422      912828N22     OFFER     T1422       MARKET      100-          10000000                 0              NULL          FALSE
 1423      912828N22       BID     T1423       MARKET      100-          10000000                 0              NULL          FALSE
 1424      912828N22     OFFER     T1424       MARKET      100-          10000000                 0              NULL          FALSE
 1425      912828N22       BID     T1425       MARKET      100-          10000000                 0              NULL          FALSE
 1426      912828N22     OFFER     T1426       MARKET      100-          10000000                 0              NULL          FALSE
 1427      912828N22       BID     T1427       MARKET      100-          10000000                 0              NULL          FALSE
 1428      912828N22     OFFER     T1428       MARKET      100-          10000000                 0              NULL          FALSE
 1429      912828N22       BID     T1429       MARKET      100-          10000000                 0              NULL          FALSE
 1430      912828N22     OFFER     T1430       MARKET      100-          10000000                 0              NULL          FALSE
 1431      912828N22       BID     T1431       MARKET      100-          10000000                 0              NULL          FALSE
 1432      912828N22     OFFER     T1432       MARKET      100-          10000000                 0              NULL          FALSE
 1433      912828N22       BID     T1433       MARKET      100-          10000000                 0              NULL          FALSE
 1434      912828N22     OFFER     T1434       MARKET      100-          10000000                 0              NULL          FALSE
 1435      912828N22       BID     T1435       MARKET      100-          10000000                 0              NULL          FALSE
 1436      912828N22     OFFER     T1436       MARKET      100-          10000000                 0              NULL          FALSE
 1437      912828N22       BID     T1437       MARKET      100-          10000000                 0              NULL          FALSE
 1438      912828N22     OFFER     T1438       MARKET      100-          10000000                 0              NULL          FALSE
 1439      912828N22       BID     T1439       MARKET      100-          10000000                 0              NULL          FALSE
 1440      912828N22     OFFER     T1440       MARKET      100-          10000000                 0              NULL          FALSE
 1441      912828N22       BID     T1441       MARKET      100-          10000000                 0              NULL          FALSE
 1442      912828N22     OFFER     T1442       MARKET      100-          10000000                 0              NULL          FALSE
 1443      912828N22       BID     T1443       MARKET      100-          10000000                 0              NULL          FALSE
 1444      912828N22     OFFER     T1444       MARKET      100-          10000000                 0              NULL          FALSE
 1445      912828N22       BID     T1445       MARKET      100-          10000000                 0              NULL          FALSE
 1446      912828N22     OFFER     T1446       MARKET      100-          10000000                 0              NULL          FALSE
 1447      912828N22       BID     T1447       MARKET      100-          10000000                 0              NULL          FALSE
 1448      912828N22     OFFER     T1448       MARKET      100-          10000000                 0              NULL          FALSE
 1449      912828N22       BID     T1449       MARKET      100-          10000000                 0              NULL          FALSE
 1450      912828N22     OFFER     T1450       MARKET      100-          10000000                 0              NULL          FALSE
 1451      912828N22       BID     T1451       MARKET      100-          10000000                 0              NULL          FALSE
 1452      912828N22     OFFER     T1452       MARKET      100-          10000000                 0              NULL          FALSE
 1453      912828N22       BID     T1453       MARKET      100-          10000000                 0              NULL          FALSE
 1454      912828N22     OFFER     T1454       MARKET      100-          10000000                 0              NULL          FALSE
 1455      912828N22       BID     T1455       MARKET      100-          10000000                 0              NULL          FALSE
 1456      912828N22     OFFER     T1456       MARKET      100-          10000000                 0              NULL          FALSE
 1457      912828N22       BID     T1457       MARKET      100-          10000000                 0              NULL          FALSE
 1458      912828N22     OFFER     T1458       MARKET      100-          10000000                 0              NULL          FALSE
 1459      912828N22       BID     T1459       MARKET      100-          10000000                 0              NULL          FALSE
 1460      912828N22     OFFER     T1460       MARKET      100-          10000000                 0              NULL          FALSE
 1461      912828N22       BID     T1461       MARKET      100-          10000000                 0              NULL          FALSE
 1462      912828N22     OFFER     T1462       MARKET      100-          10000000                 0              NULL          FALSE
 1463      912828N22       BID     T1463       MARKET      100-          10000000                 0              NULL          FALSE
 1464      912828N22     OFFER     T1464       MARKET      100-          10000000                 0              NULL          FALSE
 1465      912828N22       BID     T1465       MARKET      100-          10000000                 0              NULL          FALSE
 1466      912828N22     OFFER     T1466       MARKET      100-          10000000                 0              NULL          FALSE
 1467      912828N22       BID     T1467       MARKET      100-          10000000                 0              NULL          FALSE
 1468      912828N22     OFFER     T1468       MARKET      100-          10000000                 0              NULL          FALSE
 1469      912828N22       BID     T1469       MARKET      100-          10000000                 0              NULL          FALSE
 1470      912828N22     OFFER     T1470       MARKET      100-          10000000                 0              NULL          FALSE
 1471      912828N22       BID     T1471       MARKET      100-          10000000                 0              NULL          FALSE
 1472      912828N22     OFFER     T1472       MARKET      100-          10000000                 0              NULL          FALSE
 1473      912828N22       BID     T1473       MARKET      100-          10000000                 0              NULL          FALSE
 1474      912828N22     OFFER     T1474       MARKET      100-          10000000                 0              NULL          FALSE
 1475      912828N22       BID     T1475       MARKET      100-          10000000                 0              NULL          FALSE
 1476      912828N22     OFFER     T1476       MARKET      100-          10000000                 0              NULL          FALSE
 1477      912828N22       BID     T1477       MARKET      100-          10000000                 0              NULL          FALSE
 1478      912828N22     OFFER     T1478       MARKET      100-          10000000                 0              NULL          FALSE
 1479      912828N22       BID     T1479       MARKET      100-          10000000                 0              NULL          FALSE
 1480      912828N22     OFFER     T1480       MARKET      100-          10000000                 0              NULL          FALSE
 1481      912828N22       BID     T1481       MARKET      100-          10000000                 0              NULL          FALSE
